Date,Open,High,Low,Close,Price,Volume,Year,Month,Day
2016-06-28,448.0,448.0,433.0,440.399994,440.22171,10190394.0,2016,6,28
2016-06-29,447.100006,449.799988,445.399994,447.25,447.068939,6285461.0,2016,6,29
2016-06-30,454.299988,462.25,451.549988,459.25,459.064087,13214064.0,2016,6,30
2016-07-01,463.600006,464.75,454.700012,457.899994,457.71463,7027759.0,2016,7,1
2016-07-04,467.0,474.850006,467.0,469.5,469.309937,8413087.0,2016,7,4
2016-07-05,468.5,469.0,459.5,460.899994,460.713409,4934087.0,2016,7,5
2016-07-07,460.950012,465.450012,454.100006,455.149994,454.965729,6580663.0,2016,7,7
2016-07-08,464.299988,468.200012,462.649994,466.299988,466.111206,9263727.0,2016,7,8
2016-07-11,472.100006,486.799988,472.100006,484.600006,484.403809,10477166.0,2016,7,11
2016-07-12,486.0,488.649994,481.100006,484.299988,484.103912,6767972.0,2016,7,12
2016-07-13,485.950012,488.100006,477.950012,481.100006,480.905243,5855718.0,2016,7,13
2016-07-14,480.100006,489.299988,478.950012,486.100006,485.903229,5983007.0,2016,7,14
2016-07-15,480.0,501.700012,479.649994,494.0,493.800018,8889558.0,2016,7,15
2016-07-18,495.0,505.0,490.0,492.649994,492.649994,7463954.0,2016,7,18
2016-07-19,493.899994,503.5,493.450012,499.25,499.25,7665519.0,2016,7,19
2016-07-20,496.299988,502.450012,492.450012,493.899994,493.899994,5697901.0,2016,7,20
2016-07-21,498.450012,500.0,489.700012,491.049988,491.049988,3658371.0,2016,7,21
2016-07-22,494.450012,508.450012,493.5,507.200012,507.200012,5588143.0,2016,7,22
2016-07-25,505.5,510.950012,503.350006,509.0,509.0,4638151.0,2016,7,25
2016-07-26,506.049988,513.349976,502.100006,503.25,503.25,6187499.0,2016,7,26
2016-07-27,507.75,513.049988,505.5,510.100006,510.100006,5193425.0,2016,7,27
2016-07-28,510.0,511.899994,498.75,506.850006,506.850006,6338260.0,2016,7,28
2016-07-29,507.799988,510.5,501.100006,503.200012,503.200012,3746332.0,2016,7,29
2016-08-01,506.799988,514.900024,505.5,508.25,508.25,4748497.0,2016,8,1
2016-08-02,510.0,511.200012,491.149994,493.299988,493.299988,5251838.0,2016,8,2
2016-08-03,494.5,499.5,475.5,478.399994,478.399994,7925049.0,2016,8,3
2016-08-04,490.100006,501.450012,488.600006,500.0,500.0,9476008.0,2016,8,4
2016-08-05,507.200012,518.700012,502.149994,516.400024,516.400024,6393514.0,2016,8,5
2016-08-08,518.200012,522.599976,513.400024,514.799988,514.799988,4649302.0,2016,8,8
2016-08-09,521.0,522.0,509.200012,513.799988,513.799988,6015760.0,2016,8,9
2016-08-10,515.599976,516.5,502.299988,503.450012,503.450012,6371139.0,2016,8,10
2016-08-11,503.75,505.0,495.100006,503.25,503.25,4112806.0,2016,8,11
2016-08-12,506.899994,519.5,506.149994,516.799988,516.799988,7167435.0,2016,8,12
2016-08-16,512.950012,515.0,503.299988,507.600006,507.600006,6034295.0,2016,8,16
2016-08-17,511.100006,514.25,505.850006,510.399994,510.399994,5853980.0,2016,8,17
2016-08-18,512.400024,517.900024,510.75,512.049988,512.049988,4990558.0,2016,8,18
2016-08-19,514.0,515.0,508.200012,510.0,510.0,4567273.0,2016,8,19
2016-08-22,509.100006,513.599976,503.100006,503.950012,503.950012,4330313.0,2016,8,22
2016-08-23,505.25,508.600006,500.450012,504.0,504.0,5342115.0,2016,8,23
2016-08-24,504.700012,506.049988,493.600006,498.350006,498.350006,5189459.0,2016,8,24
2016-08-25,498.350006,503.299988,491.299988,493.850006,493.850006,8787262.0,2016,8,25
2016-08-26,502.0,515.349976,486.0,503.75,503.75,16347856.0,2016,8,26
2016-08-29,522.5,528.75,515.400024,525.299988,525.299988,12534399.0,2016,8,29
2016-08-30,528.5,530.799988,524.099976,529.0,529.0,6611147.0,2016,8,30
2016-08-31,529.0,548.799988,529.0,537.700012,537.700012,15725942.0,2016,8,31
2016-09-01,540.5,546.650024,540.0,543.650024,543.650024,7571854.0,2016,9,1
2016-09-02,552.0,555.900024,549.099976,549.849976,549.849976,10097146.0,2016,9,2
2016-09-06,556.349976,593.299988,556.349976,588.700012,588.700012,15813178.0,2016,9,6
2016-09-07,590.0,598.400024,584.0,587.400024,587.400024,13408927.0,2016,9,7
2016-09-08,590.75,591.700012,577.75,584.200012,584.200012,10456258.0,2016,9,8
2016-09-09,580.0,582.950012,571.700012,573.25,573.25,7159068.0,2016,9,9
2016-09-12,551.0,560.0,549.25,553.450012,553.450012,7055294.0,2016,9,12
2016-09-14,556.25,565.349976,544.099976,560.5,560.5,12364724.0,2016,9,14
2016-09-15,562.0,566.25,555.400024,557.549988,557.549988,5258859.0,2016,9,15
2016-09-16,562.400024,568.200012,546.349976,548.700012,548.700012,10931845.0,2016,9,16
2016-09-19,553.799988,556.400024,549.450012,554.450012,554.450012,6979269.0,2016,9,19
2016-09-20,555.0,556.299988,545.5,548.450012,548.450012,6874462.0,2016,9,20
2016-09-21,548.599976,556.400024,544.0,549.900024,549.900024,5919149.0,2016,9,21
2016-09-22,561.200012,562.950012,551.349976,558.450012,558.450012,6012388.0,2016,9,22
2016-09-23,558.5,558.5,551.200012,553.049988,553.049988,4840360.0,2016,9,23
2016-09-26,549.950012,549.950012,533.75,535.299988,535.299988,6858574.0,2016,9,26
2016-09-27,537.700012,542.0,530.25,531.950012,531.950012,4912743.0,2016,9,27
2016-09-28,533.0,545.400024,531.5,540.0,540.0,6604953.0,2016,9,28
2016-09-29,543.0,546.900024,516.650024,526.299988,526.299988,9315794.0,2016,9,29
2016-09-30,525.599976,536.549988,521.200012,534.849976,534.849976,5659248.0,2016,9,30
2016-10-03,539.400024,546.0,539.0,540.799988,540.799988,4505939.0,2016,10,3
2016-10-04,547.400024,552.400024,540.650024,549.950012,549.950012,5715454.0,2016,10,4
2016-10-05,555.299988,562.400024,549.75,559.650024,559.650024,5929204.0,2016,10,5
2016-10-06,563.099976,564.200012,549.099976,551.450012,551.450012,4273945.0,2016,10,6
2016-10-07,554.5,567.299988,552.599976,565.700012,565.700012,9122002.0,2016,10,7
2016-10-10,571.099976,571.099976,560.900024,562.049988,562.049988,3673211.0,2016,10,10
2016-10-13,556.900024,556.900024,537.0,544.849976,544.849976,9510827.0,2016,10,13
2016-10-14,546.0,557.450012,545.0,556.099976,556.099976,5872827.0,2016,10,14
2016-10-17,557.849976,557.849976,545.900024,547.549988,547.549988,3463154.0,2016,10,17
2016-10-18,549.200012,556.0,549.200012,554.25,554.25,3965424.0,2016,10,18
2016-10-19,552.049988,554.900024,545.049988,550.5,550.5,4275157.0,2016,10,19
2016-10-20,553.049988,554.0,546.0,546.849976,546.849976,2770011.0,2016,10,20
2016-10-21,549.0,550.0,541.5,544.5,544.5,2789747.0,2016,10,21
2016-10-24,544.0,564.0,543.549988,559.799988,559.799988,5161299.0,2016,10,24
2016-10-25,549.849976,561.0,549.099976,553.799988,553.799988,5690576.0,2016,10,25
2016-10-26,548.0,548.0,523.150024,530.049988,530.049988,6665017.0,2016,10,26
2016-10-27,515.599976,525.75,510.75,522.0,522.0,18470182.0,2016,10,27
2016-10-28,527.0,539.950012,525.099976,537.0,537.0,5665910.0,2016,10,28
2016-11-01,534.400024,537.900024,525.049988,530.599976,530.599976,6848662.0,2016,11,1
2016-11-02,522.599976,526.0,512.349976,513.299988,513.299988,4750117.0,2016,11,2
2016-11-03,509.799988,521.450012,505.200012,510.200012,510.200012,6909458.0,2016,11,3
2016-11-04,509.25,516.349976,501.600006,512.299988,512.299988,7564243.0,2016,11,4
2016-11-07,513.0,521.299988,505.049988,506.350006,506.350006,5507954.0,2016,11,7
2016-11-08,518.400024,543.0,517.0,540.200012,540.200012,12739083.0,2016,11,8
2016-11-09,501.149994,544.0,500.0,533.5,533.5,10276017.0,2016,11,9
2016-11-10,536.0,549.349976,531.5,533.700012,533.700012,6906437.0,2016,11,10
2016-11-11,526.5,530.0,505.0,507.299988,507.299988,7823667.0,2016,11,11
2016-11-15,484.899994,484.899994,453.0,457.399994,457.399994,15356070.0,2016,11,15
2016-11-16,468.450012,471.700012,450.0,458.450012,458.450012,10855618.0,2016,11,16
2016-11-17,460.0,476.0,459.649994,472.850006,472.850006,8949767.0,2016,11,17
2016-11-18,469.899994,473.850006,461.850006,471.25,471.25,7246244.0,2016,11,18
2016-11-21,468.0,472.799988,451.5,456.950012,456.950012,7325876.0,2016,11,21
2016-11-22,464.049988,471.0,453.299988,464.850006,464.850006,6644867.0,2016,11,22
2016-11-23,467.0,475.299988,462.0,471.5,471.5,6727083.0,2016,11,23
2016-11-24,466.350006,466.350006,449.700012,452.950012,452.950012,8046995.0,2016,11,24
2016-11-25,454.100006,456.350006,443.149994,452.350006,452.350006,7426347.0,2016,11,25
2016-11-28,451.25,460.0,450.5,454.700012,454.700012,5025929.0,2016,11,28
2016-11-29,455.0,466.299988,451.350006,459.850006,459.850006,8570549.0,2016,11,29
2016-11-30,460.0,463.799988,455.100006,459.299988,459.299988,8377510.0,2016,11,30
2016-12-01,457.0,457.700012,446.899994,448.200012,448.200012,7706825.0,2016,12,1
2016-12-02,445.0,453.5,431.149994,432.899994,432.899994,10450654.0,2016,12,2
2016-12-05,436.0,441.0,428.299988,439.299988,439.299988,8211182.0,2016,12,5
2016-12-06,441.0,445.899994,438.100006,441.100006,441.100006,4209420.0,2016,12,6
2016-12-07,440.0,449.200012,439.25,445.350006,445.350006,5559803.0,2016,12,7
2016-12-08,451.200012,464.399994,451.200012,461.549988,461.549988,8176055.0,2016,12,8
2016-12-09,464.950012,468.549988,460.600006,464.100006,464.100006,5690877.0,2016,12,9
2016-12-12,461.950012,461.950012,451.049988,454.399994,454.399994,3837786.0,2016,12,12
2016-12-13,476.799988,486.25,462.25,470.649994,470.649994,63880404.0,2016,12,13
2016-12-14,470.200012,476.799988,462.649994,472.350006,472.350006,7660437.0,2016,12,14
2016-12-15,464.0,473.600006,462.5,463.200012,463.200012,6539067.0,2016,12,15
2016-12-16,465.0,474.899994,464.200012,473.149994,473.149994,9015744.0,2016,12,16
2016-12-19,470.899994,478.549988,465.5,471.799988,471.799988,5445624.0,2016,12,19
2016-12-20,473.0,475.0,469.100006,473.149994,473.149994,3690160.0,2016,12,20
2016-12-21,473.5,474.5,467.100006,468.5,468.5,3492856.0,2016,12,21
2016-12-22,468.149994,472.950012,464.799988,469.600006,469.600006,5436494.0,2016,12,22
2016-12-23,464.950012,468.299988,460.0,465.649994,465.649994,3957854.0,2016,12,23
2016-12-26,465.5,465.5,455.600006,457.850006,457.850006,3282425.0,2016,12,26
2016-12-27,460.0,468.75,457.399994,466.950012,466.950012,3164664.0,2016,12,27
2016-12-28,467.0,468.649994,462.0,463.350006,463.350006,3772181.0,2016,12,28
2016-12-29,462.75,472.700012,459.350006,470.899994,470.899994,4763171.0,2016,12,29
2016-12-30,471.0,475.0,467.5,472.0,472.0,3605555.0,2016,12,30
2017-01-02,472.0,488.700012,469.049988,487.049988,487.049988,4024156.0,2017,1,2
2017-01-03,491.0,492.700012,479.899994,481.100006,481.100006,5814518.0,2017,1,3
2017-01-04,484.649994,493.700012,484.100006,486.649994,486.649994,4769872.0,2017,1,4
2017-01-05,496.0,503.399994,495.549988,502.149994,502.149994,7961242.0,2017,1,5
2017-01-06,502.950012,507.950012,496.25,497.75,497.75,4907475.0,2017,1,6
2017-01-09,499.399994,504.600006,492.149994,500.149994,500.149994,3932710.0,2017,1,9
2017-01-10,506.549988,518.0,505.950012,516.25,516.25,7973024.0,2017,1,10
2017-01-11,520.25,523.950012,517.150024,519.25,519.25,4886398.0,2017,1,11
2017-01-12,521.700012,524.0,513.200012,518.25,518.25,4219627.0,2017,1,12
2017-01-13,523.25,523.25,507.5,514.849976,514.849976,6367248.0,2017,1,13
2017-01-16,518.650024,529.450012,517.0,526.400024,526.400024,6084582.0,2017,1,16
2017-01-17,528.099976,530.799988,521.0,523.700012,523.700012,4297426.0,2017,1,17
2017-01-18,523.049988,529.599976,521.200012,522.450012,522.450012,5874608.0,2017,1,18
2017-01-19,523.0,535.599976,522.700012,531.450012,531.450012,5810128.0,2017,1,19
2017-01-20,527.400024,529.299988,521.25,523.200012,523.200012,5013928.0,2017,1,20
2017-01-23,523.200012,534.950012,523.0,532.700012,532.700012,4209879.0,2017,1,23
2017-01-24,533.0,543.0,532.349976,541.549988,541.549988,5183630.0,2017,1,24
2017-01-25,543.25,551.900024,541.549988,548.900024,548.900024,4504941.0,2017,1,25
2017-01-27,549.0,552.0,539.75,541.950012,541.950012,4493803.0,2017,1,27
2017-01-30,542.0,543.5,530.799988,532.299988,532.299988,4163428.0,2017,1,30
2017-01-31,530.200012,531.5,518.0,523.549988,523.549988,6035022.0,2017,1,31
2017-02-01,527.5,544.5,522.900024,542.25,542.25,4786720.0,2017,2,1
2017-02-02,537.599976,537.599976,526.799988,531.5,531.5,6579801.0,2017,2,2
2017-02-03,531.900024,531.900024,519.5,522.599976,522.599976,5298261.0,2017,2,3
2017-02-06,527.900024,531.450012,523.200012,525.849976,525.849976,3642527.0,2017,2,6
2017-02-07,524.799988,524.799988,502.0,506.799988,506.799988,7987282.0,2017,2,7
2017-02-08,512.349976,514.950012,506.299988,513.049988,513.049988,5975054.0,2017,2,8
2017-02-09,515.400024,518.0,505.75,512.849976,512.849976,4099871.0,2017,2,9
2017-02-10,513.0,514.799988,506.5,509.549988,509.549988,4732032.0,2017,2,10
2017-02-13,512.700012,512.700012,503.299988,505.299988,505.299988,4700518.0,2017,2,13
2017-02-14,503.0,506.700012,466.549988,482.049988,482.049988,14901414.0,2017,2,14
2017-02-15,449.049988,453.0,434.350006,436.450012,436.450012,38638630.0,2017,2,15
2017-02-16,442.549988,447.600006,435.399994,446.0,446.0,11622714.0,2017,2,16
2017-02-17,447.899994,456.600006,442.399994,452.950012,452.950012,10063504.0,2017,2,17
2017-02-20,451.5,458.450012,449.0,455.450012,455.450012,5866707.0,2017,2,20
2017-02-21,456.899994,462.799988,454.5,458.649994,458.649994,6875914.0,2017,2,21
2017-02-22,460.25,466.700012,455.799988,460.049988,460.049988,7315280.0,2017,2,22
2017-02-23,464.0,464.700012,457.25,462.350006,462.350006,9492419.0,2017,2,23
2017-02-27,464.0,464.0,455.100006,457.799988,457.799988,5510484.0,2017,2,27
2017-02-28,460.0,460.0,454.100006,456.75,456.75,5722402.0,2017,2,28
2017-03-01,455.899994,455.899994,448.0,449.450012,449.450012,8367579.0,2017,3,1
2017-03-02,457.850006,467.899994,453.200012,461.700012,461.700012,13667695.0,2017,3,2
2017-03-03,463.299988,466.850006,458.600006,459.950012,459.950012,7085620.0,2017,3,3
2017-03-06,462.5,472.700012,462.100006,470.799988,470.799988,4036291.0,2017,3,6
2017-03-07,469.5,475.899994,466.049988,467.549988,467.549988,7114541.0,2017,3,7
2017-03-08,469.399994,469.600006,461.149994,462.799988,462.799988,5351597.0,2017,3,8
2017-03-09,462.450012,469.700012,462.0,467.600006,467.600006,3837624.0,2017,3,9
2017-03-10,471.0,471.850006,465.100006,469.100006,469.100006,5766815.0,2017,3,10
2017-03-14,481.0,483.0,468.450012,469.75,469.75,6348198.0,2017,3,14
2017-03-15,475.0,476.549988,470.649994,473.450012,473.450012,4801312.0,2017,3,15
2017-03-16,478.700012,482.0,476.149994,480.950012,480.950012,6272947.0,2017,3,16
2017-03-17,481.350006,484.200012,471.700012,476.5,476.5,6338248.0,2017,3,17
2017-03-20,476.549988,478.200012,470.75,476.0,476.0,2871104.0,2017,3,20
2017-03-21,478.0,478.049988,470.649994,473.75,473.75,4685410.0,2017,3,21
2017-03-22,469.950012,469.950012,458.5,459.899994,459.899994,4695648.0,2017,3,22
2017-03-23,461.299988,477.0,461.299988,472.899994,472.899994,8665384.0,2017,3,23
2017-03-24,470.75,474.799988,467.549988,470.399994,470.399994,4296510.0,2017,3,24
2017-03-27,469.0,469.149994,462.100006,464.75,464.75,4417413.0,2017,3,27
2017-03-28,467.5,473.0,467.5,472.399994,472.399994,2982614.0,2017,3,28
2017-03-29,474.899994,475.0,463.600006,469.049988,469.049988,6680569.0,2017,3,29
2017-03-30,463.5,469.799988,462.850006,468.399994,468.399994,9482785.0,2017,3,30
2017-03-31,466.5,472.5,464.5,465.850006,465.850006,6400088.0,2017,3,31
2017-04-03,468.25,472.299988,467.600006,470.399994,470.399994,2951896.0,2017,4,3
2017-04-05,470.399994,475.0,467.25,473.5,473.5,5287168.0,2017,4,5
2017-04-06,474.299988,478.5,470.600006,473.200012,473.200012,6703078.0,2017,4,6
2017-04-07,468.450012,480.549988,466.649994,468.299988,468.299988,8089461.0,2017,4,7
2017-04-10,471.649994,478.299988,467.549988,474.899994,474.899994,5437523.0,2017,4,10
2017-04-11,477.899994,478.350006,471.100006,472.25,472.25,4887918.0,2017,4,11
2017-04-12,468.700012,471.549988,461.600006,464.549988,464.549988,5991598.0,2017,4,12
2017-04-13,461.850006,463.350006,451.200012,453.350006,453.350006,5930185.0,2017,4,13
2017-04-17,452.0,455.700012,447.299988,449.200012,449.200012,4913930.0,2017,4,17
2017-04-18,452.0,455.75,442.5,443.700012,443.700012,4235130.0,2017,4,18
2017-04-19,443.0,449.5,438.299988,443.049988,443.049988,6319332.0,2017,4,19
2017-04-20,447.850006,447.850006,442.100006,443.950012,443.950012,3288900.0,2017,4,20
2017-04-21,446.75,448.450012,437.600006,440.600006,440.600006,5325590.0,2017,4,21
2017-04-24,439.799988,449.0,438.75,443.850006,443.850006,6214069.0,2017,4,24
2017-04-25,445.850006,447.75,443.299988,445.649994,445.649994,5894090.0,2017,4,25
2017-04-26,446.0,454.399994,445.5,450.799988,450.799988,8438042.0,2017,4,26
2017-04-27,455.0,460.899994,452.700012,455.350006,455.350006,10589249.0,2017,4,27
2017-04-28,457.100006,462.0,454.399994,458.899994,458.899994,5126904.0,2017,4,28
2017-05-02,456.600006,457.200012,448.549988,451.25,451.25,6071958.0,2017,5,2
2017-05-03,451.350006,456.0,444.649994,446.600006,446.600006,5158586.0,2017,5,3
2017-05-04,446.649994,448.100006,435.149994,436.5,436.5,6204022.0,2017,5,4
2017-05-05,436.5,436.5,418.0,419.600006,419.600006,9487539.0,2017,5,5
2017-05-08,424.75,428.700012,417.25,422.649994,422.649994,7427873.0,2017,5,8
2017-05-09,424.75,428.799988,422.700012,426.799988,426.799988,2833132.0,2017,5,9
2017-05-10,427.799988,433.0,424.0,432.299988,432.299988,5378402.0,2017,5,10
2017-05-11,434.0,434.5,425.399994,427.450012,427.450012,4049649.0,2017,5,11
2017-05-12,429.649994,433.799988,427.450012,430.850006,430.850006,3850940.0,2017,5,12
2017-05-15,434.0,434.0,430.100006,431.899994,431.899994,1885702.0,2017,5,15
2017-05-16,432.25,439.5,432.25,437.25,437.25,3452072.0,2017,5,16
2017-05-17,436.5,452.5,435.100006,449.100006,449.100006,6572678.0,2017,5,17
2017-05-18,442.0,448.700012,436.0,437.950012,437.950012,6158546.0,2017,5,18
2017-05-19,439.0,444.950012,434.600006,443.350006,443.350006,4387481.0,2017,5,19
2017-05-22,446.0,452.75,442.600006,449.649994,449.649994,6145914.0,2017,5,22
2017-05-23,451.450012,456.450012,444.299988,450.5,450.5,10330814.0,2017,5,23
2017-05-24,470.0,473.350006,458.100006,469.549988,469.549988,27370795.0,2017,5,24
2017-05-25,470.0,479.0,464.700012,476.0,476.0,15108872.0,2017,5,25
2017-05-26,474.100006,488.25,473.5,481.100006,481.100006,7692869.0,2017,5,26
2017-05-29,482.5,485.0,471.799988,481.5,481.5,4253044.0,2017,5,29
2017-05-30,482.700012,487.0,480.0,481.299988,481.299988,3101380.0,2017,5,30
2017-05-31,482.299988,483.0,474.799988,476.149994,476.149994,5393856.0,2017,5,31
2017-06-01,476.950012,479.700012,473.549988,476.649994,476.649994,3001232.0,2017,6,1
2017-06-02,480.0,485.950012,477.700012,478.75,478.75,4319080.0,2017,6,2
2017-06-05,478.299988,481.899994,475.200012,478.149994,478.149994,2464819.0,2017,6,5
2017-06-06,482.899994,484.350006,457.600006,461.0,461.0,8016939.0,2017,6,6
2017-06-07,462.549988,463.649994,453.5,458.0,458.0,5250544.0,2017,6,7
2017-06-08,459.5,463.450012,457.350006,460.799988,460.799988,4066322.0,2017,6,8
2017-06-09,459.950012,468.0,455.0,467.100006,467.100006,4598706.0,2017,6,9
2017-06-12,463.75,465.25,455.200012,456.25,456.25,4341696.0,2017,6,12
2017-06-13,457.149994,458.75,448.0,449.549988,449.549988,3577406.0,2017,6,13
2017-06-14,450.799988,453.399994,447.049988,451.950012,451.950012,3605931.0,2017,6,14
2017-06-15,452.0,457.850006,446.950012,448.299988,448.299988,3879154.0,2017,6,15
2017-06-16,454.700012,458.399994,452.0,455.75,455.75,7042094.0,2017,6,16
2017-06-19,453.799988,456.399994,450.5,452.350006,452.350006,3869675.0,2017,6,19
2017-06-20,457.0,470.75,456.0,467.399994,467.399994,12014975.0,2017,6,20
2017-06-21,466.0,466.0,455.5,457.299988,457.299988,5436141.0,2017,6,21
2017-06-22,458.850006,463.0,451.600006,452.700012,452.700012,5008885.0,2017,6,22
2017-06-23,454.0,456.5,442.399994,443.149994,443.149994,6753648.0,2017,6,23
2017-06-27,443.799988,444.5,434.399994,442.299988,442.299988,5915274.0,2017,6,27
2017-06-28,443.899994,446.799988,440.149994,442.5,442.5,4960238.0,2017,6,28
2017-06-29,444.5,446.25,434.0,435.600006,435.600006,11085101.0,2017,6,29
